year,yr,month,allitems,food_non_alcoholic,beverages,clothing,utilities,furnishing,health,transport,communication,recreation,education,restaurant,miscellaneous,CPI excluding unprocessed food and petrol,food,bread &cereals,Meat,fish,dairy,oils_fats,fruits,vegetables,sugar,Food products n.e.c.,location,treatment,offexch,paraexch,goprice_usd,pprice
Sep-16,2016,9,1568.13,1677.58,1936.63,1956.44,1686.25,1561.2,2167.1,372.02,833.33,1112.2,165.08,1751.95,1366.99,1521.77,1683.71,1649.55,1394.03,2432.2,1681.42,1458.33,1089.77,1908.87,1665.47,1922.9,Juba,yes,63.83336333,77.59,45.04,56
Oct-16,2016,10,1528.46,1746.97,1583.51,2608.75,1520.72,1605.59,1272.89,372.02,944.44,1236.84,165.08,1568.87,959.69,1459.7,1631.52,2032.03,1469.47,1379.46,1758.08,1187.5,740.15,1516.62,1650.28,1891.32,Juba,yes,69.66025968,75.46,49.29,58
Nov-16,2016,11,1635.19,1846.47,1862.8,2398.75,1725.48,1867.49,1492.66,372.02,1055.56,1003.7,165.08,1309.91,1433.54,1491.7,1831.42,2147.62,1571.77,1482.84,2034.07,1250,2825.4,1265.21,1806.95,2011.85,Juba,yes,72.63648167,83.47,45.26,69
Dec-16,2016,12,1790.07,2106.67,2363,2893.19,1202.06,2259.51,696.11,372.02,1083.33,1789.47,165.08,2068.97,1394.34,1593.07,2106.94,2603.78,1690.81,2224.34,2177.27,1666.67,2146.95,1526.25,2197.84,2291.65,Juba,yes,79.19553065,91.79,52.62,107
Jan-17,2017,1,1825.79,2062.05,2101.57,2963.76,1238.36,2453.16,895.14,372.02,1333.33,1887.37,165.08,2378.62,1760.98,1741.39,2040.88,2436.62,2112.75,1528.8,2181.58,1541.67,2093.82,1532.74,2167.27,2288.82,Juba,yes,87.54604839,103.19,53.59,184
Feb-17,2017,2,2490.4,3214.16,2826.44,3130.85,1566.87,2354.71,613.72,569.23,1277.78,2003.51,165.08,1962.01,2357.47,1975.62,3229.98,3413.14,2445.73,1458.68,2705.39,2375,7535.61,2607.53,2722.42,2760.96,Juba,yes,98.17651786,117.53,54.35,198
Mar-17,2017,3,2203.96,2650.1,2530.14,3505.77,1630.78,2558.29,526.71,667.84,1052.63,1748,165.08,2239.78,2376.58,1925.35,2631.6,2643.59,2386,3359.69,2776.37,2125,4969.5,1781.15,2492.81,2823.49,Juba,yes,108.3376887,128.87,50.9,160
Apr-17,2017,4,2539.8,2548.51,2875.23,4438.7,1642.35,2941.58,3781.18,860.91,1222.22,2246.84,1453.42,2721.65,2728.42,2676.96,2493.14,2339.13,2420.2,1459.9,3062.27,2500,2890.55,2496.76,3389.69,3326.87,Juba,yes,112.0386867,154.44,52.16,122
May-17,2017,5,3374.89,3724.89,3985.5,4476.8,2066.13,3554.39,4413.94,724.66,2083.33,2156.91,758.88,4102.22,2678.3,3426.8,3713.32,3406.01,2836.64,2944.18,3542.46,12833.33,6157.1,2517.69,3735,3584.71,Juba,yes,115.4969532,151.13,49.89,107
Jun-17,2017,6,3147.35,3138.73,4534.46,5097.96,2403.5,3500.82,4198.54,724.66,1916.67,2767.99,758.88,4875.38,3140.65,3251.3,3086.03,3147.85,2832.45,3781.14,3159.9,2750,4664.76,2260.02,3452.03,3679.33,Juba,yes,116.4866433,153.42,46.17,155
Jul-17,2017,7,3265.64,3159.77,4715.89,5083.7,3889.01,3608.32,4060.86,1316.29,1944.44,2803.37,758.88,5270.95,2730.03,3480.36,3117.36,3105.99,2639.45,3587.07,4289.38,2916.67,5139.11,2227.32,3507.19,3695.87,Juba,yes,117.3527871,158.17,47.66,191
Aug-17,2017,8,3527.43,3225.63,4100.73,5932.18,4876.26,3770.91,4677.69,1316.29,2500,2803.37,758.88,5929.04,4225.03,3902.7,3188.69,3292.41,3184.8,3810.03,3440.19,2583.33,5478.06,1922.53,3676.25,3933.8,Juba,yes,117.6407274,167.75,49.94,259
Sep-17,2017,9,3810.38,3406.17,4446.6,5771.16,5034.73,4095,7123.69,1513.5,2148.15,3196.84,758.88,6075.7,3593.11,4308.9,3351.13,2961.65,3889.75,4174,8209.61,2916.67,5315.57,2098.53,3496.41,3856.97,Juba,yes,117.85697,181.8,52.95,343
Oct-17,2017,10,4145.49,3457.47,5460.3,5886.71,5022.99,4330.49,10474.9,1907.92,2013.89,2896.84,758.88,5767.6,4159,4741.85,3405.09,3059.45,3899.21,3235.67,4356.17,2750,7181.01,2300.66,3448.44,4045.62,Juba,yes,121.3273419,179.54,54.92,351
Nov-17,2017,11,4315.41,3921.18,5149.22,7154.71,5083.12,4402.24,7326.19,1907.92,1944.44,2915.79,758.88,7222.27,4928.42,5093.9,3894.61,3995.72,4227.28,3874.38,4426.99,12500,2985.47,2438.04,4149.06,4062,Juba,yes,124.6254733,184.59,59.93,322
